tf.Tensor([3.7571881e-02 1.3397689e-04 1.2399416e-04 9.6217012e-01], shape=(4,), dtype=float32)
tf.Tensor([1.6361585e-01 1.6175871e-01 3.9693418e-06 6.7462152e-01], shape=(4,), dtype=float32)
tf.Tensor([8.7162435e-02 2.4715741e-03 4.5484744e-06 9.1036141e-01], shape=(4,), dtype=float32)
tf.Tensor([4.4241410e-01 3.0577942e-06 2.6289527e-07 5.5758256e-01], shape=(4,), dtype=float32)
tf.Tensor([1.10660456e-01 9.90021505e-08 6.10109352e-10 8.89339447e-01], shape=(4,), dtype=float32)
tf.Tensor([4.6185169e-01 4.8542584e-04 3.1794223e-04 5.3734499e-01], shape=(4,), dtype=float32)
tf.Tensor([1.47871105e-02 1.05021964e-08 5.64907982e-11 9.85212922e-01], shape=(4,), dtype=float32)
tf.Tensor([4.9539900e-01 1.6776519e-05 2.0926769e-04 5.0437498e-01], shape=(4,), dtype=float32)
tf.Tensor([9.4589069e-02 1.4389910e-05 2.9497712e-03 9.0244675e-01], shape=(4,), dtype=float32)
tf.Tensor([9.9942517e-01 2.1393684e-07 4.1813505e-04 1.5648766e-04], shape=(4,), dtype=float32)
tf.Tensor([1.7147328e-01 1.3077488e-04 1.9629666e-05 8.2837629e-01], shape=(4,), dtype=float32)
tf.Tensor([2.3924358e-05 7.6672986e-06 9.1324306e-05 9.9987704e-01], shape=(4,), dtype=float32)
tf.Tensor([0.04598842 0.34197906 0.34643972 0.26559284], shape=(4,), dtype=float32)
tf.Tensor([1.8062674e-04 6.0425250e-06 3.8728021e-07 9.9981296e-01], shape=(4,), dtype=float32)
tf.Tensor([0.8872396  0.00122705 0.1031374  0.00839601], shape=(4,), dtype=float32)
tf.Tensor([8.4982318e-01 4.9471073e-05 1.0642242e-06 1.5012632e-01], shape=(4,), dtype=float32)
tf.Tensor([9.9834526e-01 4.2413453e-06 4.5320078e-07 1.6500299e-03], shape=(4,), dtype=float32)
tf.Tensor([8.1602097e-01 9.7258941e-05 1.1505922e-06 1.8388066e-01], shape=(4,), dtype=float32)
tf.Tensor([7.9447162e-01 1.3762544e-04 1.2865612e-05 2.0537791e-01], shape=(4,), dtype=float32)
tf.Tensor([8.6748016e-01 1.1411754e-04 2.6320078e-04 1.3214248e-01], shape=(4,), dtype=float32)
tf.Tensor([0.42870724 0.27881768 0.28259927 0.00987575], shape=(4,), dtype=float32)
tf.Tensor([0.6564646  0.00131035 0.34103116 0.0011939 ], shape=(4,), dtype=float32)
tf.Tensor([9.9988538e-01 1.7228589e-07 2.0852376e-08 1.1443954e-04], shape=(4,), dtype=float32)
tf.Tensor([9.9964404e-01 6.5959824e-07 2.7374707e-08 3.5532154e-04], shape=(4,), dtype=float32)
tf.Tensor([4.7589061e-01 4.5443125e-05 4.5130086e-01 7.2763078e-02], shape=(4,), dtype=float32)
tf.Tensor([6.5668118e-01 2.2052660e-05 3.3994320e-01 3.3535406e-03], shape=(4,), dtype=float32)
tf.Tensor([5.9980959e-01 9.3274421e-06 6.9307839e-04 3.9948806e-01], shape=(4,), dtype=float32)
tf.Tensor([5.0109529e-01 1.2974659e-05 1.4049698e-02 4.8484206e-01], shape=(4,), dtype=float32)
tf.Tensor([9.5000875e-01 4.9884841e-02 5.3592867e-05 5.2828873e-05], shape=(4,), dtype=float32)
tf.Tensor([7.5334346e-01 2.5699081e-04 5.7705608e-04 2.4582250e-01], shape=(4,), dtype=float32)
tf.Tensor([2.3589153e-03 9.9546355e-01 3.0483573e-04 1.8727285e-03], shape=(4,), dtype=float32)
tf.Tensor([0.17566715 0.54733676 0.2708071  0.006189  ], shape=(4,), dtype=float32)
tf.Tensor([8.3145848e-04 9.9645150e-01 8.6073724e-06 2.7085484e-03], shape=(4,), dtype=float32)
tf.Tensor([2.9703753e-07 8.7234293e-06 9.9998188e-01 9.1527518e-06], shape=(4,), dtype=float32)
tf.Tensor([3.3337978e-04 7.1433885e-07 9.9201512e-01 7.6507763e-03], shape=(4,), dtype=float32)
tf.Tensor([3.7764974e-07 1.4005661e-09 9.9999923e-01 4.0202946e-07], shape=(4,), dtype=float32)
tf.Tensor([4.6533659e-01 4.7593821e-06 5.0127149e-01 3.3387166e-02], shape=(4,), dtype=float32)
tf.Tensor([3.2311735e-05 4.1193496e-05 9.9992490e-01 1.6335250e-06], shape=(4,), dtype=float32)
tf.Tensor([9.9989855e-01 6.2793821e-05 6.7674991e-06 3.1839561e-05], shape=(4,), dtype=float32)
tf.Tensor([5.0377825e-08 5.4752752e-10 9.9999988e-01 6.7407520e-08], shape=(4,), dtype=float32)
tf.Tensor([6.3486183e-03 2.7101256e-08 9.9363911e-01 1.2254613e-05], shape=(4,), dtype=float32)
tf.Tensor([6.9795479e-04 4.7477594e-04 9.1572869e-01 8.3098635e-02], shape=(4,), dtype=float32)
tf.Tensor([6.4657046e-04 2.9488076e-06 9.9779558e-01 1.5549724e-03], shape=(4,), dtype=float32)
tf.Tensor([1.5686515e-05 3.1695508e-05 9.9995053e-01 2.1258381e-06], shape=(4,), dtype=float32)
tf.Tensor([5.5041006e-03 6.0971314e-01 2.0508681e-04 3.8457769e-01], shape=(4,), dtype=float32)
tf.Tensor([4.2389072e-03 2.6026742e-05 2.7003937e-06 9.9573237e-01], shape=(4,), dtype=float32)
tf.Tensor([5.2340813e-03 2.2021053e-05 7.8096804e-05 9.9466586e-01], shape=(4,), dtype=float32)
tf.Tensor([1.3390911e-02 3.8150938e-06 4.5925134e-08 9.8660529e-01], shape=(4,), dtype=float32)
tf.Tensor([6.6789202e-02 4.9636552e-01 8.4821374e-07 4.3684447e-01], shape=(4,), dtype=float32)
tf.Tensor([1.9455369e-01 2.9447965e-05 2.6187350e-03 8.0279815e-01], shape=(4,), dtype=float32)
tf.Tensor([0.5272646  0.00068121 0.00381658 0.4682376 ], shape=(4,), dtype=float32)
tf.Tensor([3.5550624e-01 2.0940330e-05 2.9337295e-07 6.4447260e-01], shape=(4,), dtype=float32)
tf.Tensor([1.3657182e-01 5.2245146e-01 2.7744062e-07 3.4097648e-01], shape=(4,), dtype=float32)
tf.Tensor([1.4083718e-01 6.3617968e-05 2.6380988e-08 8.5909927e-01], shape=(4,), dtype=float32)
tf.Tensor([4.5893684e-01 5.1561942e-06 4.7010024e-05 5.4101104e-01], shape=(4,), dtype=float32)
tf.Tensor([2.5205355e-04 8.4146939e-07 1.7650313e-05 9.9972939e-01], shape=(4,), dtype=float32)
tf.Tensor([9.9968719e-01 3.1717883e-07 9.2821727e-05 2.1974616e-04], shape=(4,), dtype=float32)
tf.Tensor([4.9902339e-02 3.0362126e-03 1.8341398e-05 9.4704318e-01], shape=(4,), dtype=float32)
tf.Tensor([1.666557e-05 9.193603e-06 5.314085e-05 9.999210e-01], shape=(4,), dtype=float32)
tf.Tensor([0.00129714 0.00116673 0.28831163 0.7092245 ], shape=(4,), dtype=float32)
tf.Tensor([2.6607728e-03 6.2659255e-04 3.4973447e-05 9.9667776e-01], shape=(4,), dtype=float32)
tf.Tensor([3.0607667e-03 3.8502119e-05 3.2309518e-04 9.9657762e-01], shape=(4,), dtype=float32)
tf.Tensor([4.5742190e-01 5.0575612e-04 6.0350366e-04 5.4146886e-01], shape=(4,), dtype=float32)
tf.Tensor([9.9963641e-01 5.3521594e-06 6.5568351e-08 3.5823853e-04], shape=(4,), dtype=float32)
tf.Tensor([9.9798048e-01 1.9803352e-05 3.9558356e-07 1.9994075e-03], shape=(4,), dtype=float32)
tf.Tensor([2.8134441e-01 1.9244633e-05 8.1313424e-02 6.3732290e-01], shape=(4,), dtype=float32)
tf.Tensor([0.88916826 0.00647824 0.00137589 0.10297762], shape=(4,), dtype=float32)
tf.Tensor([1.8159427e-01 5.3173036e-04 1.1954792e-05 8.1786203e-01], shape=(4,), dtype=float32)
tf.Tensor([0.83415914 0.02897559 0.09407686 0.04278839], shape=(4,), dtype=float32)
tf.Tensor([9.9515617e-01 4.1428828e-03 7.0023752e-04 7.8009526e-07], shape=(4,), dtype=float32)
tf.Tensor([9.9998617e-01 1.9109474e-07 1.2592432e-06 1.2382273e-05], shape=(4,), dtype=float32)
tf.Tensor([4.5774642e-01 2.3973427e-05 5.1330119e-01 2.8928448e-02], shape=(4,), dtype=float32)
tf.Tensor([4.6430075e-01 2.6858066e-05 5.2825803e-01 7.4143540e-03], shape=(4,), dtype=float32)
tf.Tensor([6.5083551e-01 1.8560955e-05 8.8967867e-03 3.4024915e-01], shape=(4,), dtype=float32)
tf.Tensor([5.1241243e-01 9.3790011e-05 3.5021219e-01 1.3728152e-01], shape=(4,), dtype=float32)
tf.Tensor([9.5852816e-01 8.1778073e-04 3.7632463e-04 4.0277701e-02], shape=(4,), dtype=float32)
tf.Tensor([7.3405325e-01 3.3295600e-04 1.2721134e-03 2.6434168e-01], shape=(4,), dtype=float32)
tf.Tensor([4.8697600e-03 9.8689246e-01 5.5800757e-04 7.6798094e-03], shape=(4,), dtype=float32)
tf.Tensor([1.0289884e-01 5.0709409e-01 2.4561374e-05 3.8998252e-01], shape=(4,), dtype=float32)
tf.Tensor([1.0293201e-02 9.7347331e-01 2.7005273e-05 1.6206484e-02], shape=(4,), dtype=float32)
tf.Tensor([9.4656253e-01 1.8962185e-04 5.2947734e-02 3.0016305e-04], shape=(4,), dtype=float32)
tf.Tensor([6.3356642e-06 3.5445036e-09 9.9999368e-01 2.8365868e-08], shape=(4,), dtype=float32)
tf.Tensor([8.2253413e-03 3.1821623e-06 9.8814785e-01 3.6236576e-03], shape=(4,), dtype=float32)
tf.Tensor([2.1083781e-06 1.7651317e-08 9.9999416e-01 3.7670770e-06], shape=(4,), dtype=float32)
tf.Tensor([2.9741544e-05 2.0018549e-06 9.9996310e-01 5.2093924e-06], shape=(4,), dtype=float32)
tf.Tensor([9.9996340e-01 1.0992759e-05 5.7236412e-06 1.9898866e-05], shape=(4,), dtype=float32)
tf.Tensor([4.6274263e-08 2.4753317e-11 9.9999994e-01 1.3551864e-10], shape=(4,), dtype=float32)
tf.Tensor([1.3958063e-04 6.6033885e-09 9.9985164e-01 8.7970911e-06], shape=(4,), dtype=float32)
tf.Tensor([2.0613678e-01 2.6731397e-04 6.5654242e-01 1.3705350e-01], shape=(4,), dtype=float32)
tf.Tensor([2.5778970e-06 7.1903929e-07 9.9999678e-01 2.0228086e-08], shape=(4,), dtype=float32)
tf.Tensor([9.9988282e-01 4.7666595e-05 1.4421254e-05 5.5104611e-05], shape=(4,), dtype=float32)
tf.Tensor([2.5969639e-01 9.9014105e-06 3.2192216e-05 7.4026155e-01], shape=(4,), dtype=float32)
tf.Tensor([7.7152159e-04 2.4988021e-05 3.9060665e-06 9.9919957e-01], shape=(4,), dtype=float32)
tf.Tensor([9.6447594e-02 1.4307454e-05 1.0960457e-04 9.0342855e-01], shape=(4,), dtype=float32)
tf.Tensor([3.0326596e-01 1.9452042e-05 1.8352481e-05 6.9669628e-01], shape=(4,), dtype=float32)
tf.Tensor([6.22326918e-02 1.51151925e-01 1.03049955e-04 7.86512375e-01], shape=(4,), dtype=float32)
tf.Tensor([1.3201980e-01 6.2411222e-05 1.7854109e-05 8.6789995e-01], shape=(4,), dtype=float32)
tf.Tensor([0.5206114  0.00067975 0.00490233 0.47380656], shape=(4,), dtype=float32)
tf.Tensor([1.0025715e-01 9.0908195e-08 2.1714128e-10 8.9974284e-01], shape=(4,), dtype=float32)
tf.Tensor([7.9473746e-01 1.4105829e-05 2.0495866e-01 2.8973375e-04], shape=(4,), dtype=float32)
tf.Tensor([1.3336143e-06 7.5881065e-11 1.5904947e-15 9.9999869e-01], shape=(4,), dtype=float32)
tf.Tensor([5.2167821e-01 2.4835813e-06 2.5129191e-05 4.7829419e-01], shape=(4,), dtype=float32)
tf.Tensor([9.9553490e-06 1.6334515e-06 7.3210092e-04 9.9925631e-01], shape=(4,), dtype=float32)
tf.Tensor([9.9898887e-01 3.3619898e-07 7.8887987e-04 2.2192165e-04], shape=(4,), dtype=float32)
tf.Tensor([3.4460045e-02 4.5388857e-05 1.6392519e-06 9.6549296e-01], shape=(4,), dtype=float32)
tf.Tensor([2.8240982e-05 1.3492708e-05 9.1737260e-05 9.9986649e-01], shape=(4,), dtype=float32)
tf.Tensor([0.00674751 0.05399267 0.32841897 0.6108408 ], shape=(4,), dtype=float32)
tf.Tensor([5.1434565e-04 2.1488947e-04 1.0993865e-05 9.9925977e-01], shape=(4,), dtype=float32)
tf.Tensor([4.0793768e-01 2.9641239e-04 4.4945467e-04 5.9131646e-01], shape=(4,), dtype=float32)
tf.Tensor([0.45277    0.00104297 0.00080051 0.54538655], shape=(4,), dtype=float32)
tf.Tensor([9.9998987e-01 5.6486948e-07 3.7045492e-08 9.6053564e-06], shape=(4,), dtype=float32)
tf.Tensor([9.9599671e-01 3.4828909e-04 1.7912727e-05 3.6371022e-03], shape=(4,), dtype=float32)
tf.Tensor([5.3096086e-01 7.7274763e-06 7.6150678e-07 4.6903062e-01], shape=(4,), dtype=float32)
tf.Tensor([6.873895e-01 4.639099e-05 9.447684e-05 3.124696e-01], shape=(4,), dtype=float32)
tf.Tensor([5.9981138e-01 7.4636927e-03 2.4842741e-06 3.9272246e-01], shape=(4,), dtype=float32)
tf.Tensor([7.1000981e-01 1.0653835e-04 2.7384114e-01 1.6042516e-02], shape=(4,), dtype=float32)
tf.Tensor([9.8514056e-01 1.5514879e-05 1.4418182e-06 1.4842501e-02], shape=(4,), dtype=float32)
tf.Tensor([7.8197265e-01 2.1540888e-02 2.8924127e-05 1.9645761e-01], shape=(4,), dtype=float32)
tf.Tensor([5.1287949e-01 7.3320803e-06 4.7268680e-01 1.4426428e-02], shape=(4,), dtype=float32)
tf.Tensor([6.6304189e-01 2.2602917e-05 3.3368602e-01 3.2494299e-03], shape=(4,), dtype=float32)
tf.Tensor([4.9007070e-01 1.5793788e-06 3.3137261e-05 5.0989455e-01], shape=(4,), dtype=float32)
tf.Tensor([5.4463679e-01 2.4991081e-05 4.2346078e-01 3.1877458e-02], shape=(4,), dtype=float32)
tf.Tensor([9.6773529e-01 7.2633492e-07 3.2209948e-02 5.4048563e-05], shape=(4,), dtype=float32)
tf.Tensor([9.9967617e-01 3.6974150e-06 3.0676252e-05 2.8953789e-04], shape=(4,), dtype=float32)
tf.Tensor([4.9476787e-03 9.8616147e-01 5.8041699e-04 8.3103776e-03], shape=(4,), dtype=float32)
tf.Tensor([4.3636230e-03 5.0086051e-01 2.0242057e-06 4.9477383e-01], shape=(4,), dtype=float32)
tf.Tensor([1.0367248e-03 9.9370921e-01 1.5487394e-05 5.2385689e-03], shape=(4,), dtype=float32)
tf.Tensor([1.0787344e-07 1.0784587e-05 9.9997747e-01 1.1689803e-05], shape=(4,), dtype=float32)
tf.Tensor([3.0263362e-04 6.9258977e-07 9.9205625e-01 7.6404070e-03], shape=(4,), dtype=float32)
tf.Tensor([1.4434842e-04 1.8169968e-09 9.9985540e-01 2.9438283e-07], shape=(4,), dtype=float32)
tf.Tensor([1.4210975e-06 2.6851685e-09 9.9999779e-01 7.8148594e-07], shape=(4,), dtype=float32)
tf.Tensor([2.9161622e-04 3.7702661e-02 9.5531714e-01 6.6885874e-03], shape=(4,), dtype=float32)
tf.Tensor([6.7374623e-01 1.5192683e-03 3.2427877e-01 4.5585091e-04], shape=(4,), dtype=float32)
tf.Tensor([4.6580947e-08 2.5523927e-11 9.9999994e-01 1.3939687e-10], shape=(4,), dtype=float32)
tf.Tensor([4.1074686e-02 3.4720237e-08 9.5891660e-01 8.8172656e-06], shape=(4,), dtype=float32)
tf.Tensor([7.711573e-08 2.681147e-09 9.999999e-01 8.846449e-08], shape=(4,), dtype=float32)
tf.Tensor([4.24121345e-06 1.29448825e-08 9.99995768e-01 1.56857061e-09], shape=(4,), dtype=float32)
tf.Tensor([1.1293946e-06 1.4376048e-05 9.9997437e-01 1.0085189e-05], shape=(4,), dtype=float32)
tf.Tensor([0.00164179 0.3192693  0.01472982 0.6643591 ], shape=(4,), dtype=float32)
tf.Tensor([3.3624660e-02 9.8050477e-06 1.1090347e-06 9.6636450e-01], shape=(4,), dtype=float32)
tf.Tensor([8.5677646e-05 1.4981893e-05 4.4398388e-05 9.9985492e-01], shape=(4,), dtype=float32)
tf.Tensor([3.1801943e-02 6.6800311e-04 4.6685589e-08 9.6753001e-01], shape=(4,), dtype=float32)
tf.Tensor([7.3779576e-02 4.8004383e-01 8.8528230e-07 4.4617575e-01], shape=(4,), dtype=float32)
tf.Tensor([9.6708764e-06 1.2865502e-06 3.7823554e-08 9.9998903e-01], shape=(4,), dtype=float32)
tf.Tensor([0.5381322  0.00067413 0.00724056 0.45395312], shape=(4,), dtype=float32)
tf.Tensor([2.8762570e-06 4.5892257e-08 1.0625867e-09 9.9999702e-01], shape=(4,), dtype=float32)
tf.Tensor([1.8982056e-01 5.3158903e-01 1.9738764e-07 2.7859029e-01], shape=(4,), dtype=float32)
tf.Tensor([3.3628950e-01 1.4723092e-07 1.2259926e-07 6.6371024e-01], shape=(4,), dtype=float32)
tf.Tensor([4.9047950e-01 1.2565230e-06 1.6745189e-05 5.0950247e-01], shape=(4,), dtype=float32)
tf.Tensor([3.4913680e-06 2.1276292e-06 1.9850660e-04 9.9979591e-01], shape=(4,), dtype=float32)
tf.Tensor([9.9891263e-01 3.4960550e-07 8.3889469e-04 2.4805294e-04], shape=(4,), dtype=float32)
tf.Tensor([3.8458843e-02 1.4760494e-05 9.9015381e-07 9.6152538e-01], shape=(4,), dtype=float32)
tf.Tensor([6.8384928e-05 7.7943969e-06 5.0654311e-05 9.9987316e-01], shape=(4,), dtype=float32)
tf.Tensor([0.00674751 0.05399267 0.32841897 0.6108408 ], shape=(4,), dtype=float32)
tf.Tensor([1.3164462e-01 9.4617957e-05 2.8135386e-07 8.6826050e-01], shape=(4,), dtype=float32)
tf.Tensor([2.3626187e-03 6.1159686e-04 9.8204259e-07 9.9702477e-01], shape=(4,), dtype=float32)
tf.Tensor([9.9994051e-01 1.9523131e-06 4.4918821e-08 5.7413974e-05], shape=(4,), dtype=float32)
tf.Tensor([9.999846e-01 8.751822e-07 5.145371e-08 1.446333e-05], shape=(4,), dtype=float32)
tf.Tensor([9.7349954e-01 2.4814989e-02 4.3986196e-04 1.2456955e-03], shape=(4,), dtype=float32)
tf.Tensor([2.4478471e-01 1.3033752e-05 3.3966110e-06 7.5519884e-01], shape=(4,), dtype=float32)
tf.Tensor([6.5255654e-01 8.3420819e-05 3.8480325e-04 3.4697527e-01], shape=(4,), dtype=float32)
tf.Tensor([9.5615542e-01 1.8986723e-04 5.4500972e-05 4.3600269e-02], shape=(4,), dtype=float32)
tf.Tensor([0.32908177 0.00868843 0.19859317 0.46363664], shape=(4,), dtype=float32)
tf.Tensor([3.3993882e-01 3.5748247e-04 1.8472967e-04 6.5951896e-01], shape=(4,), dtype=float32)
tf.Tensor([9.9980760e-01 4.5204507e-07 1.8588478e-08 1.9201003e-04], shape=(4,), dtype=float32)
tf.Tensor([4.8639247e-01 2.9222954e-05 4.6178845e-01 5.1789872e-02], shape=(4,), dtype=float32)
tf.Tensor([2.3740059e-01 6.3483969e-07 7.6258278e-01 1.6076938e-05], shape=(4,), dtype=float32)
tf.Tensor([3.6107844e-01 3.3160427e-06 4.4643195e-05 6.3887358e-01], shape=(4,), dtype=float32)
tf.Tensor([5.0078386e-01 5.0926260e-06 1.9304791e-03 4.9728060e-01], shape=(4,), dtype=float32)
tf.Tensor([0.77811074 0.06585285 0.00109494 0.15494144], shape=(4,), dtype=float32)
tf.Tensor([9.9383241e-01 1.9547575e-04 5.3610741e-03 6.1111030e-04], shape=(4,), dtype=float32)
tf.Tensor([2.2450036e-03 9.9539965e-01 3.1855179e-04 2.0368302e-03], shape=(4,), dtype=float32)
tf.Tensor([4.3682689e-03 5.0266570e-01 3.0645658e-06 4.9296296e-01], shape=(4,), dtype=float32)
tf.Tensor([0.07724611 0.8398311  0.03389231 0.0490305 ], shape=(4,), dtype=float32)
tf.Tensor([1.6748639e-06 2.5672493e-06 9.9999309e-01 2.6653122e-06], shape=(4,), dtype=float32)
tf.Tensor([1.2244807e-06 6.0849242e-10 9.9999875e-01 1.5608837e-08], shape=(4,), dtype=float32)
tf.Tensor([8.158786e-04 6.263053e-07 9.991794e-01 4.142531e-06], shape=(4,), dtype=float32)
tf.Tensor([5.1487807e-02 1.4247070e-05 9.4693279e-01 1.5652339e-03], shape=(4,), dtype=float32)
tf.Tensor([1.4420343e-05 3.8820013e-05 9.9994648e-01 2.6622075e-07], shape=(4,), dtype=float32)
tf.Tensor([9.8550963e-01 5.4230931e-04 1.3744744e-02 2.0334803e-04], shape=(4,), dtype=float32)
tf.Tensor([4.7301883e-06 6.6042078e-09 9.9999523e-01 1.5710505e-07], shape=(4,), dtype=float32)
tf.Tensor([5.4375124e-03 1.3587970e-08 9.9454594e-01 1.6541246e-05], shape=(4,), dtype=float32)
tf.Tensor([2.2027988e-02 1.1881133e-06 9.7785628e-01 1.1462146e-04], shape=(4,), dtype=float32)
tf.Tensor([2.6188520e-09 4.5787468e-10 1.0000000e+00 4.4602083e-10], shape=(4,), dtype=float32)
tf.Tensor([1.9389248e-05 5.1677249e-05 9.9991381e-01 1.5137626e-05], shape=(4,), dtype=float32)
tf.Tensor([3.8156662e-02 6.0953265e-01 3.1032854e-05 3.5227966e-01], shape=(4,), dtype=float32)
tf.Tensor([1.5664773e-02 2.9882580e-05 2.8401844e-06 9.8430252e-01], shape=(4,), dtype=float32)
tf.Tensor([6.4666085e-03 5.2037431e-05 3.4016350e-05 9.9344730e-01], shape=(4,), dtype=float32)
tf.Tensor([5.4020137e-03 4.4686170e-05 1.4534052e-06 9.9455190e-01], shape=(4,), dtype=float32)
tf.Tensor([6.9999713e-01 2.0948973e-01 1.9778233e-06 9.0511166e-02], shape=(4,), dtype=float32)
tf.Tensor([1.3762595e-01 3.4687563e-04 8.2355507e-02 7.7967161e-01], shape=(4,), dtype=float32)
tf.Tensor([1.6271180e-02 1.0557999e-05 2.1518499e-06 9.8371613e-01], shape=(4,), dtype=float32)
tf.Tensor([2.4256757e-02 1.2306270e-08 7.1723818e-09 9.7574323e-01], shape=(4,), dtype=float32)
tf.Tensor([2.4539156e-07 4.9594364e-01 4.9999979e-01 4.0563848e-03], shape=(4,), dtype=float32)
tf.Tensor([1.19522905e-04 4.06408617e-05 1.69916780e-06 9.99838114e-01], shape=(4,), dtype=float32)
tf.Tensor([6.5652585e-01 1.7358214e-05 1.9772170e-04 3.4325913e-01], shape=(4,), dtype=float32)
tf.Tensor([6.0096629e-02 4.0419079e-07 2.9851355e-05 9.3987310e-01], shape=(4,), dtype=float32)
tf.Tensor([9.9961901e-01 2.7167243e-07 1.9235197e-04 1.8836666e-04], shape=(4,), dtype=float32)
tf.Tensor([9.8179430e-02 5.6645335e-05 1.1506252e-06 9.0176284e-01], shape=(4,), dtype=float32)
tf.Tensor([7.9948168e-06 1.5541547e-05 1.4862565e-04 9.9982774e-01], shape=(4,), dtype=float32)
tf.Tensor([0.01542978 0.05383169 0.403959   0.52677953], shape=(4,), dtype=float32)
tf.Tensor([1.4910617e-04 4.6704040e-06 4.4810747e-07 9.9984574e-01], shape=(4,), dtype=float32)
tf.Tensor([1.0797344e-03 1.9730376e-06 1.1999560e-06 9.9891710e-01], shape=(4,), dtype=float32)
tf.Tensor([4.9261451e-01 1.6188005e-04 1.0766696e-05 5.0721288e-01], shape=(4,), dtype=float32)
tf.Tensor([9.8991406e-01 8.5541151e-06 9.5499445e-08 1.0077279e-02], shape=(4,), dtype=float32)
tf.Tensor([9.7172493e-01 2.6138134e-02 4.4095778e-04 1.6960262e-03], shape=(4,), dtype=float32)
tf.Tensor([2.4478471e-01 1.3033752e-05 3.3966110e-06 7.5519884e-01], shape=(4,), dtype=float32)
tf.Tensor([5.1025337e-01 8.9801446e-04 4.8842171e-01 4.2690066e-04], shape=(4,), dtype=float32)
tf.Tensor([0.18375236 0.0398213  0.4112848  0.36514157], shape=(4,), dtype=float32)
tf.Tensor([8.6664385e-01 3.1458039e-04 1.0331687e-01 2.9724684e-02], shape=(4,), dtype=float32)
tf.Tensor([9.8024631e-01 1.5981013e-02 3.7725454e-03 1.9910972e-07], shape=(4,), dtype=float32)
tf.Tensor([9.9960458e-01 7.1504479e-07 2.9715716e-08 3.9469957e-04], shape=(4,), dtype=float32)
tf.Tensor([4.8639247e-01 2.9222954e-05 4.6178845e-01 5.1789872e-02], shape=(4,), dtype=float32)
tf.Tensor([5.0170320e-01 5.1313855e-06 4.9711663e-01 1.1749970e-03], shape=(4,), dtype=float32)
tf.Tensor([6.8191075e-01 1.7618044e-05 8.9565916e-03 3.0911502e-01], shape=(4,), dtype=float32)
tf.Tensor([5.5428231e-01 3.7631078e-05 4.1099501e-01 3.4685113e-02], shape=(4,), dtype=float32)
tf.Tensor([7.4261165e-01 1.7114874e-03 3.4391708e-04 2.5533295e-01], shape=(4,), dtype=float32)
tf.Tensor([9.8991227e-01 6.1251121e-06 6.0195173e-04 9.4797518e-03], shape=(4,), dtype=float32)
tf.Tensor([3.4481156e-04 9.2721498e-01 4.0552788e-04 7.2034642e-02], shape=(4,), dtype=float32)
tf.Tensor([4.3907436e-03 5.0273377e-01 3.1507129e-06 4.9287233e-01], shape=(4,), dtype=float32)
tf.Tensor([1.0524935e-03 9.9425888e-01 1.4869616e-05 4.6737664e-03], shape=(4,), dtype=float32)
tf.Tensor([9.9992168e-01 7.6352745e-07 6.9030029e-05 8.5257661e-06], shape=(4,), dtype=float32)
tf.Tensor([3.7902850e-03 3.5462276e-06 9.8977619e-01 6.4299759e-03], shape=(4,), dtype=float32)
tf.Tensor([1.5623856e-01 5.9776412e-06 8.4374672e-01 8.7328235e-06], shape=(4,), dtype=float32)
tf.Tensor([2.5186324e-05 2.0037536e-05 9.9990869e-01 4.6157209e-05], shape=(4,), dtype=float32)
tf.Tensor([9.8105893e-08 3.0987917e-06 9.9999613e-01 6.6304847e-07], shape=(4,), dtype=float32)
tf.Tensor([9.9975300e-01 1.5898465e-04 2.8051736e-06 8.5296029e-05], shape=(4,), dtype=float32)
tf.Tensor([5.8080052e-04 1.8672312e-08 9.9941111e-01 8.0891605e-06], shape=(4,), dtype=float32)
tf.Tensor([1.7739343e-04 3.8404990e-09 9.9981195e-01 1.0723441e-05], shape=(4,), dtype=float32)
tf.Tensor([2.2840848e-07 4.1585801e-09 9.9999970e-01 9.2583399e-08], shape=(4,), dtype=float32)
tf.Tensor([2.6019276e-07 3.4178026e-08 9.9999964e-01 2.4733069e-08], shape=(4,), dtype=float32)
tf.Tensor([6.906574e-06 8.095436e-05 9.999025e-01 9.756757e-06], shape=(4,), dtype=float32)
tf.Tensor([0.0014275  0.29137075 0.01352045 0.69368136], shape=(4,), dtype=float32)
tf.Tensor([8.1486598e-02 5.0551978e-05 2.7090762e-06 9.1846025e-01], shape=(4,), dtype=float32)
tf.Tensor([3.09757292e-01 1.02346916e-04 2.98033174e-05 6.90110564e-01], shape=(4,), dtype=float32)
tf.Tensor([1.4914887e-03 2.1115080e-05 3.7064365e-07 9.9848700e-01], shape=(4,), dtype=float32)
tf.Tensor([7.1720056e-02 4.1262096e-01 9.1978222e-07 5.1565808e-01], shape=(4,), dtype=float32)
tf.Tensor([3.6055264e-06 9.9528643e-07 1.6446821e-08 9.9999535e-01], shape=(4,), dtype=float32)
tf.Tensor([1.6271180e-02 1.0557999e-05 2.1518499e-06 9.8371613e-01], shape=(4,), dtype=float32)
tf.Tensor([3.288538e-01 4.526386e-08 6.083838e-11 6.711462e-01], shape=(4,), dtype=float32)
tf.Tensor([0.49787545 0.00278952 0.00252736 0.4968077 ], shape=(4,), dtype=float32)
